,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
7352,Russia,Donskoy,35,Good,1,Good,35,Good,0,Good,33,Good
7353,Germany,Duderstadt,53,Moderate,1,Good,37,Good,4,Good,53,Moderate
7354,Pakistan,Dunga Bunga,162,Unhealthy,3,Good,162,Unhealthy,0,Good,157,Unhealthy
7355,Belgium,Durbuy,64,Moderate,1,Good,35,Good,4,Good,64,Moderate
7356,India,Durgapur,128,Unhealthy(SG),3,Good,85,Moderate,1,Good,128,Unhealthy(SG)
7357,Uzbekistan,Dustlik,169,Unhealthy,1,Good,47,Good,0,Good,169,Unhealthy
7358,USA,East Riverdale,53,Moderate,2,Good,25,Good,12,Good,53,Moderate
7359,Switzerland,Ecublens,59,Moderate,1,Good,30,Good,1,Good,59,Moderate
7360,Colombia,El Reten,62,Moderate,2,Good,9,Good,3,Good,62,Moderate
7361,USA,El Segundo,111,Unhealthy(SG),3,Good,7,Good,33,Good,111,Unhealthy(SG)
7362,China,Linxi,157,Unhealthy,3,Good,157,Unhealthy,3,Good,125,Unhealthy(SG)
7363,UK,Lisburn,28,Good,1,Good,28,Good,3,Good,17,Good
7364,USA,Lisle,50,Good,2,Good,32,Good,8,Good,50,Good
7365,Kenya,Lodwar,26,Good,1,Good,16,Good,0,Good,26,Good
7366,Poland,Lomianki,91,Moderate,1,Good,31,Good,3,Good,91,Moderate
7367,USA,Lompoc,38,Good,1,Good,35,Good,3,Good,38,Good
7368,Colombia,Los Patios,38,Good,1,Good,10,Good,3,Good,38,Good
7369,Germany,Ludinghausen,34,Good,1,Good,33,Good,2,Good,34,Good
7370,Germany,Ludwigslust,32,Good,0,Good,32,Good,1,Good,14,Good
7371,Brazil,Macaparana,31,Good,0,Good,17,Good,2,Good,31,Good
7372,Romania,Macin,40,Good,1,Good,40,Good,0,Good,20,Good
7373,Italy,Macomer,50,Good,1,Good,26,Good,5,Good,50,Good
7374,India,Madhupur,103,Unhealthy(SG),3,Good,93,Moderate,1,Good,103,Unhealthy(SG)
